"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"92477","Centertown Volunteer Fire Department","814 Main ST",,"Centertown","KY","42328",,,"PO Box 6","Centertown","KY","42328-0006","270-232-9000",,"OHIO                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","19","0","0","0","false"
"19082","Central Campbell County Fire District","4113 Alexandria Pike",,"Cold Spring","KY","41076","4113 Alexandria Pike",,"","Cold Spring","KY","41076","859-441-7631","859-781-5115","CAMPBELL                 ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://www.cccfd.org","2","9","54","0","1","0",
"89464","Central City Fire Department","207 N 2ND ST",,"Central City","KY","42330-1205","207 N 2ND ST",,"","Central City","KY","42330-1205","270-754-2345","270-754-2493","MUHLENBERG               ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://centralcityfd.com/","1","7","42","0","0","0","true"
"47214","Central Hardin Fire Department","2522 Ring RD","PO Box 2749","Elizabethtown","KY","42701",,,"PO Box 2749","Elizabethtown","KY","42702-2749","270-769-1201","270-763-0190","HARDIN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","35","0","0","2","true"
"B0715","Cerulean Volunteer Fire Department","Turner-Rawls RD","PO Box 35","Cerulean","KY","42215",,,"PO Box 35","Cerulean","KY","42215-0035","270-235-5250",,"TRIGG                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","13","0","0","0",
"31661","Chalybeate Fire Department","1846 Chalybeate RD",,"Brownsville","KY","42210",,,"PO Box 247","Brownsville","KY","42210-0247","270-597-3931",,"EDMONSON                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","21","0","0","12","false"
"54828","Charleston Volunteer Fire Department","3680 Charleston RD",,"Dawson Springs","KY","42408","3680 Charleston RD",,"","Dawson Springs","KY","42408","000-000-0000",,"HOPKINS                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0",
,"Cherokee National Forest","1700  Bypass Road",,"Winchester","KY","40391","1700  Bypass Road",,"","Winchester","KY","40391","859-745-3192","859-744-7086","CLARK                    ","Career","Federal government (Executive branch)",,"7","32","0","0","5","0",
"64781","Cherryville Fire &Rescue Dept","6209 Hwy 1690",,"Louisa","KY","41230","6209 Hwy 1690",,"","Louisa","KY","41230","606-673-3311",,"LAWRENCE                 ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"0","17","17","0","0","0",
"71376","City of Adairville Volunteer Fire Department","220 W Gallatin ST",,"Adairville","KY","42202-0185",,,"PO Box 185","Adairville","KY","42202-0185","270-539-6731","270-539-5503","LOGAN                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","12","0","0","0","false"
"27130","City of Albany Fire Department","700 TOWER ST",,"Albany","KY","42602","700 TOWER ST",,"","Albany","KY","42602","606-387-5917","606-387-3267","CLINTON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0",
"90895","City of Bardstown Fire Department","220 N 5TH ST",,"Bardstown","KY","40004","220 N 5TH ST",,"","Bardstown","KY","40004-1458","502-349-6562","502-349-6597","NELSON                   ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://www.bardstownfire.com/","1","10","0","28","0","7","false"
"78395","City of Bradfordsville Fire Department","200 W Central AVE","PO Box 26","Bradfordsville","KY","40009",,,"PO Box 26","Bradfordsville","KY","40009-0026","270-337-3200","270-337-3200","MARION                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0","false"
"B6596","City of Dixon Volunteer Fire Department","16 US Highway 41A N","PO Box 186","Dixon","KY","42409",,,"PO Box 186","Dixon","KY","42409-0186","270-639-5443","270-639-5864","WEBSTER                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","19","0","0","0","false"
"48230","City of Evarts Volunteer Fire Department","101 Harlan ST","PO Box 208","Evarts","KY","40828",,,"PO Box 208","Evarts","KY","40828-0208","606-837-2122",,"HARLAN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","2",
"63343","City of London Fire Department","911 Fire Rescue DR",,"London","KY","40741-2128","911 Fire Rescue DR",,"","London","KY","40741-2128","606-864-2922","606-864-3182","LAUREL                   ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","11","30","0","0","0","false"
"42190","City of Mayfield Fire Department","104 N 6TH ST",,"Mayfield","KY","42066-1602","104 N 6TH ST",,"","Mayfield","KY","42066-1602","270-247-1981","270-251-9888","GRAVES                   ","Career","Local (includes career, combination, and volunteer)","https://mayfieldky.gov/","3","42","0","0","0","0","false"
"55274","City of McKee Volunteer Fire Department","PO Box 455",,"McKee","KY","40447-0455",,,"PO Box 455","McKee","KY","40447-0455","606-287-8305","606-287-8305","JACKSON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"3","0","30","0","0","0","false"
"47216","City of Radcliff Fire Department","604 S Wilson RD",,"Radcliff","KY","40160-1630","604 S Wilson RD",,"","Radcliff","KY","40160-1630","270-351-1975","270-352-0090","HARDIN                   ","Mostly career","Local (includes career, combination, and volunteer)","https://www.radcliff.org/","2","26","6","2","1","0","true"
"88461","City of West Liberty Fire Department","826 W Main ST",,"West Liberty","KY","41472","826 W Main ST",,"","West Liberty","KY","41472","606-743-2696","606-743-7544","MORGAN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","5","true"
"25125","Clark County Fire Department","200 Barnes DR",,"Winchester","KY","40391-1572","200 Barnes DR",,"","Winchester","KY","40391-1572","859-745-0260","859-745-0208","CLARK                    ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://clarkcoky.com/","3","23","0","26","0","0","false"
"43195","Clarkson Fire & Rescue Department","206 Millerstown ST","PO Box 15","Clarkson","KY","42726",,,"PO Box 15","Clarkson","KY","42726-0015","270-242-3017","270-242-3017","GRAYSON                  ","Volunteer","Local (includes career, combination, and volunteer)","https://clarksonfiredepartment.com/","1","0","31","0","0","0","false"
"99518","Clay City Fire Department","215 12TH ST",,"Clay City","KY","40312",,,"PO Box 548","Clay City","KY","40312-0548","606-663-2288",,"POWELL                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0","false"
"B6595","Clay Fire Department","22A W Railroad ST","PO Box 425","Clay","KY","42404-0425","22A W Railroad ST",,"PO Box 425","Clay","KY","42404-0425","270-664-2141","270-664-6850","WEBSTER                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","27","0","0","0",
"42795","Clear Springs Volunteer Fire Department","3412 State Route 301",,"Hickory","KY","42051","890 Mountain Ridge RD",,"","Hickory","KY","42051-8929","270-658-3114",,"GRAVES                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","5","false"
"23617","Clementsville Volunteer Fire Department","11298 W KY 70",,"Liberty","KY","42539","11298 W KY 70",,"","Liberty","KY","42539","606-787-9658",,"CASEY                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0",
"A9816","Clifty Volunteer Fire Department","16840 Greenville RD","PO Box 131","Clifty","KY","42216","Greenville RD",,"PO Box 131","Clifty","KY","42216","270-277-6762",,"TODD                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0",
"09799","Clintonville Volunteer Fire Department","108 Austerlitz RD",,"Paris","KY","40361","108 Austerlitz RD",,"","Paris","KY","40361-9009","859-988-0217",,"BOURBON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","17","0","0","0","false"
"14056","Cloverport Fire Department","710 W Houston ST",,"Cloverport","KY","40111-1449","710 W Houston ST",,"","Cloverport","KY","40111-1449","270-788-6084","270-788-8707","BRECKINRIDGE             ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","4","true"
"98515","Coal Run Village Volunteer Fire Department, Inc.","93 Church ST",,"Pikeville","KY","41501-3231","93 Church ST",,"","Pikeville","KY","41501-3231","606-432-5801",,"PIKE                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","0",
"33966","Cobb Hill Volunteer Fire Department","552 Watson Ridge RD",,"Irvine","KY","40336","552 Watson Ridge RD",,"","Irvine","KY","40336","606-723-0155",,"ESTILL                   ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","2","11","0","0","0",
"01002","Columbia Fire Department","504 Greensburg  ST",,"Columbia","KY","42728","504 Greensburg  ST",,"","Columbia","KY","42728","270-384-2501","270-384-3799","ADAIR                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","26","0","0","0",
"53724","Columbus Volunteer Fire Department","10996  58 HWY","Box 69","Columbus","KY","42032","10996  58 HWY","Box 69","","Columbus","KY","42032","270-677-4034","270-677-4034","HICKMAN                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","21","0","0","0",
"13906","Community Volunteer Fire Department of Canoe","1650 Houston RD","PO Box 1261","Booneville","KY","41314","1650 Houston RD",,"PO Box 1261","Booneville","KY","41314","606-295-3513",,"BREATHITT                ","Volunteer","Local (includes career, combination, and volunteer)",,"0","0","16","0","0","8",
"73419","Concord Fire Protection District","2731 Olivet Church RD",,"Paducah","KY","42001","2731 Olivet Church RD",,"","Paducah","KY","42001","270-442-2496",,"MCCRACKEN                ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","30","0","0","0",
"66882","Coon Creek Volunteer Fire & Rescue, Inc.","3197 Coon Creek RD","Highway 3427","Wooton","KY","41776",,,"PO Box 446","WOOTON","KY","41776-0446","606-279-2333","606-275-2245","LESLIE                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","0","true"
"B7602","Corbin Fire Department","805 S Main ST",,"Corbin","KY","40701",,,"PO Box 1343","Corbin","KY","40702-1343","606-523-6509","606-523-6504","WHITLEY                  ","Career","Local (includes career, combination, and volunteer)","https://www.corbin-ky.gov/","1","19","0","0","0","0","false"
"41184","Corinth Volunteer Fire Department","10995 Dixie HWY",,"Corinth","KY","41010",,,"PO Box 159","Corinth","KY","41010-0159","859-824-9886","859-824-0321","GRANT                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0","false"
"97755","Cornettsville Fire Department","PO Box 520",,"Cornettsville","KY","41731-0520",,,"PO Box 520","Cornettsville","KY","41731-0520","606-476-2636",,"PERRY                    ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","23","0","0","10",
"84449","Cornishville Volunteer Fire Department","4439 Cornishville RD",,"Harrodsburg","KY","40330","4439 Cornishville RD",,"","Harrodsburg","KY","40330","859-366-4158","859-366-4158","MERCER                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","23","0","0","0",
"51247","Corydon Civil Defense Fire & Rescue","104 7TH ST","PO Box 64","Corydon","KY","42406",,,"PO Box 64","Corydon","KY","42406-0064","270-830-9190","270-830-9190","HENDERSON                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","3","false"
"59313","Covington Fire Department","100 E Robbins ST",,"Covington","KY","41011-3122","100 E Robbins ST",,"","Covington","KY","41011-3122","859-431-0462","859-431-3315","KENTON                   ","Career","Local (includes career, combination, and volunteer)","https://www.covingtonky.gov/government/departments/fire-department","5","115","0","0","5","0","false"
"36670","Cow Creek Volunteer Fire Department","151 Caldwell DR",,"Prestonburg","KY","41653-8238","151 Caldwell DR",,"","Prestonburg","KY","41653-8238","606-874-9500",,"FLOYD                    ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","18","0","0","0","false"
"69366","Crab Orchard Fire Department","602 Elm ST","PO Box 44","Crab Orchard","KY","40419",,,"PO Box 44","Crab Orchard","KY","40419-0044","606-355-2211","606-355-7998","LINCOLN                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","23","0","0","0",
"59314","Crescent Springs-Villa Hills Fire and EMS","777 Overlook DR",,"Crescent Springs","KY","41017-1409","777 Overlook DR",,"","Crescent Springs","KY","41017-1409","859-341-3840","859-341-2939","KENTON                   ","Volunteer","Local (includes career, combination, and volunteer)","https://www.csvfd.com/","1","0","0","86","0","8","false"
"41185","Crittenden and Community Volunteer Fire Department","104 N Main ST",,"Crittenden","KY","41030",,,"PO Box 100","Crittenden","KY","41030-0100","859-428-1767","859-428-1419","GRANT                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","34","0","0","9","false"
"63770","Crossroads Fire Department","7274 Highway 490",,"East Bernstadt","KY","40729-7150","7274 Highway 490",,"","East Bernstadt","KY","40729-7150","606-843-2252",,"LAUREL                   ","Volunteer","Local (includes career, combination, and volunteer)","https://www.crossroadsvfd.com/","1","0","29","0","0","2","false"
"50243","Cub Run Volunteer Fire Department","60 E Gap Hill RD",,"Cub Run","KY","42729","12254 Cub Run HWY",,"","Cub Run","KY","42729","270-524-7009","270-524-2169","HART                     ","Volunteer","Local (includes career, combination, and volunteer)","www.cubrunvolfiredept.com","1","0","25","0","0","0",
"42689","Cuba Fire Department","State Route 60 W",,"Cuba","KY","42079",,,"PO Box 11","Lynnville","KY","42063-0011","270-382-2229",,"GRAVES                   ","Volunteer","Local (includes career, combination, and volunteer)",,"3","0","17","0","0","0","true"
